Time_Stamp,Value
2019-06-19 20:46:29,51.45999
2019-06-19 20:48:26,51.45999
2019-06-19 20:49:09,52.11999
2019-06-19 20:49:27,51.48999
2019-06-19 20:50:14,51.80998
2019-06-19 20:51:06,51.61999
2019-06-19 20:51:49,51.96999
2019-06-19 20:52:20,51.72998
2019-06-19 20:53:18,51.72998
2019-06-19 20:53:38,52.02999
2019-06-19 20:54:35,52.02999
2019-06-19 20:54:57,52.43998
2019-06-19 20:55:35,52.28999
2019-06-19 20:56:09,51.87
2019-06-19 20:57:06,51.87
2019-06-19 20:57:15,52.16999
2019-06-19 20:59:12,52.16999
2019-06-19 21:00:10,51.96999
2019-06-19 21:01:07,51.96999
2019-06-19 21:01:22,51.75998
2019-06-19 21:02:21,51.75998
2019-06-19 21:02:59,52.03999
2019-06-19 21:03:46,51.51999
2019-06-19 21:04:15,51.60999
2019-06-19 21:06:12,51.60999
2019-06-19 21:06:30,51.40999
2019-06-19 21:07:17,51.70998
2019-06-19 21:09:14,51.70998
2019-06-19 21:09:58,52.33998
2019-06-19 21:10:44,51.88999
2019-06-19 21:11:18,52.31998
2019-06-19 21:11:54,51.89999
2019-06-19 21:12:51,51.89999
2019-06-19 21:13:03,52.13998
2019-06-19 21:13:18,51.68998
2019-06-19 21:14:13,51.96999
2019-06-19 21:15:10,51.96999
2019-06-19 21:15:16,52.14999
2019-06-19 21:16:13,52.14999
2019-06-19 21:16:43,52.49
2019-06-19 21:17:39,52.00999
2019-06-19 21:18:28,52.41998
2019-06-19 21:19:14,51.91
2019-06-19 21:19:48,52.32999
2019-06-19 21:22:46,52.32999
2019-06-19 21:23:09,51.88999
2019-06-19 21:24:06,51.88999
2019-06-19 21:24:46,52.29998
2019-06-19 21:26:44,52.29998
2019-06-19 21:26:56,53.06998
2019-06-19 21:27:13,52.55
2019-06-19 21:27:47,52.84998
2019-06-19 21:28:44,52.84998
2019-06-19 21:29:15,53.44999
2019-06-19 21:33:12,53.44999
2019-06-19 21:33:37,53.01998
2019-06-19 21:34:24,53.28999
2019-06-19 21:35:07,53.10998
2019-06-19 21:36:03,53.10998
2019-06-19 21:36:08,52.65999
2019-06-19 21:36:40,53.04998
2019-06-19 21:37:05,52.69999
2019-06-19 21:39:02,52.69999
2019-06-19 21:39:36,52.44998
2019-06-19 21:40:20,52.07999
2019-06-19 21:41:17,52.07999
2019-06-19 21:42:09,52.64999
2019-06-19 21:43:06,52.64999
2019-06-19 21:43:28,53.13999
2019-06-19 21:44:02,52.79999
2019-06-19 21:45:59,52.79999
2019-06-19 21:46:42,52.42998
2019-06-19 21:48:39,52.42998
2019-06-19 21:49:38,52.98998
2019-06-19 21:50:35,52.98998
2019-06-19 21:50:40,53.84
2019-06-19 21:51:01,53.37999
2019-06-19 21:52:57,53.37999
2019-06-19 21:53:13,53.55998
2019-06-19 21:54:01,53.97999
2019-06-19 21:54:49,53.68998
2019-06-19 21:57:46,53.68998
2019-06-19 21:58:02,53.09998
2019-06-19 21:58:22,53.46999
2019-06-19 21:59:19,53.46999
2019-06-19 21:59:29,53.10998
2019-06-19 22:00:13,52.63999
2019-06-19 22:00:43,52.80999
2019-06-19 22:02:40,52.80999
2019-06-19 22:02:53,53.13
2019-06-19 22:03:41,52.95998
2019-06-19 22:04:39,52.95998
2019-06-19 22:05:02,52.73999
2019-06-19 22:05:42,53.01998
2019-06-19 22:06:17,52.80999
2019-06-19 22:07:06,53.14999
2019-06-19 22:07:32,52.76999
2019-06-19 22:08:29,52.76999
2019-06-19 22:09:17,52.40998
2019-06-19 22:09:51,52.49
2019-06-19 22:10:31,53.00998
2019-06-19 22:10:56,52.72999
2019-06-19 22:11:40,53.04998
2019-06-19 22:12:07,52.21999
2019-06-19 22:13:05,52.21999
2019-06-19 22:13:23,51.96999
2019-06-19 22:14:13,51.78998
2019-06-19 22:15:10,51.78998
2019-06-19 22:15:38,51.45999
2019-06-19 22:16:08,51.92999
2019-06-19 22:16:36,51.69998
2019-06-19 22:17:33,51.69998
2019-06-19 22:17:51,52.09999
2019-06-19 22:18:48,52.09999
2019-06-19 22:19:13,52.25999
2019-06-19 22:19:38,52.82999
2019-06-19 22:21:35,52.82999
2019-06-19 22:21:48,53.13999
2019-06-19 22:22:45,53.13999
2019-06-19 22:22:53,53.56998
2019-06-19 22:23:36,52.97998
2019-06-19 22:23:53,53.63998
2019-06-19 22:24:38,53.33999
2019-06-19 22:25:15,53.99999
2019-06-19 22:25:49,53.71998
2019-06-19 22:26:45,53.71998
2019-06-19 22:27:10,54.01999
2019-06-19 22:28:08,54.01999
2019-06-19 22:28:39,54.43999
2019-06-19 22:29:36,54.43999
2019-06-19 22:29:41,53.94999
2019-06-19 22:30:10,54.18999
2019-06-19 22:33:08,54.18999
2019-06-19 22:33:36,54.02999
2019-06-19 22:34:10,53.74998
2019-06-19 22:35:08,53.74998
2019-06-19 22:35:24,53.28999
2019-06-19 22:35:44,54.01999
2019-06-19 22:36:03,53.54999
2019-06-19 22:38:00,53.54999
2019-06-19 22:38:16,53.16999
2019-06-19 22:38:47,53.51998
2019-06-19 22:40:44,53.51998
2019-06-19 22:41:13,54.10999
2019-06-19 22:41:40,53.87
2019-06-19 22:42:17,53.63998
2019-06-19 22:42:53,53.96999
2019-06-19 22:43:15,53.58998
2019-06-19 22:43:42,53.90999
2019-06-19 22:45:39,53.90999
2019-06-19 22:46:25,53.98999
2019-06-19 22:47:23,53.98999
2019-06-19 22:48:00,53.52998
2019-06-19 22:48:18,54.22998
2019-06-19 22:48:59,54.03999
2019-06-19 22:49:57,54.03999
2019-06-19 22:50:14,54.30998
